187.00,86.00,9.00,0.00,0.00,1.06,1.06,3.06,2.54,6.70,4.67,10.89,4.56,-6.11,12.56,-6.44,10.89,0.59,-2.05,WINDOW
240.00,75.00,9.00,0.00,0.00,29.22,749.76,10.22,99.10,38.04,29.78,50.67,33.67,-24.78,37.89,-13.11,50.67,0.46,-2.28,FOLIAGE
162.00,227.00,9.00,0.00,0.00,1.39,1.00,3.17,8.61,13.96,10.11,14.44,17.33,-11.56,1.44,10.11,17.44,0.43,2.71,GRASS
35.00,135.00,9.00,0.00,0.00,0.22,0.12,0.22,0.12,0.22,0.00,0.67,0.00,-0.67,1.33,-0.67,0.67,0.33,-2.09,n1
56.00,107.00,9.00,0.00,0.11,4.56,13.41,6.78,23.19,7.96,4.56,13.00,6.33,-10.22,15.11,-4.89,13.00,0.73,-2.29,FOLIAGE
71.00,90.00,9.00,0.00,0.00,2.78,2.07,5.11,3.27,22.63,22.00,29.11,16.78,-1.89,19.44,-17.56,29.11,0.42,-1.62,BRICKFACE
197.00,236.00,9.00,0.00,0.00,2.44,6.83,3.33,7.60,16.07,13.11,16.67,18.44,-8.89,1.78,7.11,18.56,0.29,2.79,GRASS
73.00,103.00,9.00,0.00,0.00,1.28,0.33,1.11,1.54,18.33,19.22,22.56,13.22,2.67,12.67,-15.33,22.56,0.41,-1.40,BRICKFACE
45.00,108.00,9.00,0.00,0.11,25.50,12.80,27.28,15.93,49.81,41.78,61.11,46.56,-24.11,33.89,-9.78,61.11,0.36,-2.36,FOLIAGE
124.00,201.00,9.00,0.00,0.00,1.94,1.96,2.06,1.31,17.89,14.00,14.89,24.78,-11.67,-9.00,20.67,24.78,0.44,2.18,GRASS
44.00,233.00,9.00,0.00,0.00,2.22,2.15,2.11,1.33,14.48,12.56,11.33,19.56,-5.78,-9.44,15.22,19.56,0.42,1.95,GRASS
25.00,199.00,9.00,0.00,0.00,1.11,0.61,1.06,0.46,17.52,13.11,17.89,21.56,-13.22,1.11,12.11,21.56,0.39,2.69,GRASS
228.00,90.00,9.00,0.00,0.00,1.83,2.21,2.22,2.46,16.85,12.89,24.44,13.22,-11.89,22.78,-10.89,24.44,0.48,-2.12,WINDOW
206.00,64.00,9.00,0.00,0.00,0.06,0.14,0.28,0.14,5.70,3.67,10.33,3.11,-6.11,13.89,-7.78,10.33,0.70,-2.02,WINDOW
16.00,128.00,9.00,0.00,0.00,0.50,0.08,0.67,0.31,5.56,6.89,6.67,3.11,4.00,3.33,-7.33,7.11,0.56,-0.99,n0
39.00,137.00,9.00,0.00,0.00,0.22,0.03,0.28,0.11,1.37,0.00,4.11,0.00,-4.11,8.22,-4.11,4.11,1.00,-2.09,n4
1.00,81.00,9.00,0.00,0.00,12.17,267.46,9.22,205.36,21.33,14.00,30.56,19.44,-22.00,27.67,-5.67,30.56,0.60,-2.44,FOLIAGE
52.00,185.00,9.00,0.00,0.00,1.67,1.42,0.94,0.95,19.26,14.89,18.22,24.67,-13.11,-3.11,16.22,24.67,0.40,2.45,GRASS
63.00,201.00,9.00,0.00,0.00,1.44,0.92,0.94,0.55,7.78,6.22,5.56,11.56,-4.67,-6.67,11.33,11.56,0.54,1.98,GRASS
118.00,182.00,9.00,0.11,0.00,1.78,1.29,2.50,1.43,45.00,41.67,54.33,39.00,-10.00,28.00,-18.00,54.33,0.28,-1.91,PATH
