Method='retrain with  max radius'
Novel class='setosa'
Train_data,Test_data_number,novel_data_number,detected_novel_data_number,novel_class_accuracy,Total_accuracy,Mnew,Fnew,ERR



1088,90,20,18,90.000000,96.666667,10.000000,1.428571,3.333333,
670,90,26,22,84.615385,92.222222,15.384615,3.125000,7.777778,
1216,90,24,21,87.500000,93.333333,12.500000,0.000000,6.666667,



1068,90,23,17,73.913043,85.555556,26.086957,4.477612,14.444444,
658,90,26,12,46.153846,82.222222,53.846154,1.562500,17.777778,
1196,90,18,16,88.888889,96.666667,11.111111,0.000000,3.333333,
2177,90,31,27,87.096774,94.444444,12.903226,0.000000,5.555556,
4065,90,22,20,90.909091,93.333333,9.090909,1.470588,6.666667,
7596,90,17,16,94.117647,95.555556,5.882353,2.739726,4.444444,

1068,90,26,21,80.769231,92.222222,19.230769,1.562500,7.777778,
620,90,28,14,50.000000,81.111111,50.000000,3.225806,18.888889,
1169,90,21,21,100.000000,93.333333,0.000000,4.347826,6.666667,
2190,90,32,30,93.750000,94.444444,6.250000,0.000000,5.555556,
4153,90,24,21,87.500000,92.222222,12.500000,1.515152,7.777778,
7952,90,25,24,96.000000,97.777778,4.000000,1.538462,2.222222,


1278,90,23,12,52.173913,85.555556,47.826087,2.985075,14.444444,
756,90,26,19,73.076923,85.555556,26.923077,4.687500,14.444444,
1383,90,25,23,92.000000,95.555556,8.000000,1.538462,4.444444,
2534,90,26,18,69.230769,85.555556,30.769231,4.687500,14.444444,
4709,90,24,22,91.666667,88.888889,8.333333,1.515152,11.111111,
8896,90,22,20,90.909091,91.111111,9.090909,4.411765,8.888889,



1290,90,26,20,76.923077,87.777778,23.076923,7.812500,12.222222,
713,90,29,13,44.827586,81.111111,55.172414,0.000000,18.888889,
1333,90,33,26,78.787879,87.777778,21.212121,1.754386,12.222222,
2490,90,21,17,80.952381,94.444444,19.047619,0.000000,5.555556,
4711,90,22,21,95.454545,93.333333,4.545455,0.000000,6.666667,
8992,90,31,31,100.000000,96.666667,0.000000,5.084746,3.333333,
1281,90,29,22,75.862069,88.888889,24.137931,3.278689,11.111111,
763,90,31,12,38.709677,76.666667,61.290323,3.389831,23.333333,
1420,90,29,27,93.103448,91.111111,6.896552,4.918033,8.888889,
2616,90,31,28,90.322581,93.333333,9.677419,5.084746,6.666667,
4932,90,29,27,93.103448,95.555556,6.896552,0.000000,4.444444,
9434,90,32,30,93.750000,93.333333,6.250000,0.000000,6.666667,
18254,90,39,36,92.307692,95.555556,7.692308,0.000000,4.444444,
35622,90,27,27,100.000000,96.666667,0.000000,3.174603,3.333333,
70156,90,23,19,82.608696,91.111111,17.391304,2.985075,8.888889,

1284,90,31,29,93.548387,96.666667,6.451613,1.694915,3.333333,
1295,90,21,17,80.952381,92.222222,19.047619,2.898551,7.777778,
783,90,20,10,50.000000,86.666667,50.000000,1.428571,13.333333,
1444,90,31,26,83.870968,93.333333,16.129032,0.000000,6.666667,

1290,90,23,20,86.956522,95.555556,13.043478,0.000000,4.444444,
729,90,29,14,48.275862,74.444444,51.724138,6.557377,25.555556,
1348,90,25,21,84.000000,94.444444,16.000000,1.538462,5.555556,

1297,90,31,25,80.645161,92.222222,19.354839,1.694915,7.777778,
773,90,24,15,62.500000,86.666667,37.500000,3.030303,13.333333,
1405,90,28,21,75.000000,87.777778,25.000000,1.612903,12.222222,
2609,90,29,23,79.310345,91.111111,20.689655,0.000000,8.888889,
4883,90,23,23,100.000000,96.666667,0.000000,2.985075,3.333333,
9124,90,23,21,91.304348,93.333333,8.695652,1.492537,6.666667,
17388,90,28,25,89.285714,92.222222,10.714286,3.225806,7.777778,
33476,90,23,18,78.260870,90.000000,21.739130,4.477612,10.000000,
65280,90,28,26,92.857143,92.222222,7.142857,3.225806,7.777778,
127889,90,21,20,95.238095,95.555556,4.761905,4.347826,4.444444,


10 iteration





1304,90,32,25,78.125000,92.222222,21.875000,0.000000,7.777778,
781,90,29,24,82.758621,86.666667,17.241379,6.557377,13.333333,
1286,90,21,14,66.666667,88.888889,33.333333,1.449275,11.111111,
803,90,26,13,50.000000,82.222222,50.000000,0.000000,17.777778,
1463,90,23,21,91.304348,94.444444,8.695652,1.492537,5.555556,
2705,90,25,23,92.000000,95.555556,8.000000,1.538462,4.444444,
5055,90,29,27,93.103448,93.333333,6.896552,3.278689,6.666667,
9586,90,23,21,91.304348,96.666667,8.695652,0.000000,3.333333,
18547,90,18,16,88.888889,94.444444,11.111111,1.388889,5.555556,
